日期,指數,量,5ma趨勢,20ma趨勢,均差,上市多頭家數,上市空頭家數,上櫃多頭家數,上櫃空頭家數,外資買超,op OI,匯率,特殊信號,上市強勢主流,上櫃強勢主流,上市弱勢主流,上櫃弱勢主流,買權留倉最大量,買權留倉次量,賣權留倉最大量,賣權留倉次量,買權留倉增加最多,賣權留倉增加最多,多頭家數,空頭家數,tse_buy,tse_sell,otc_buy,otc_sell,八大行庫,台指期
2020-03-16,9717.77,2111,空:-2.36,空:-0.93,-779,11.0,888.5,17.0,683.5,-333,104.65,30.22,,[],[],"['汽車工業(-6.74)', '光電業(-6.2)', '電子零組件業(-4.92)', '半導體業(-4.76)', '觀光事業(-4.66)', '電腦及週邊設備業(-4.44)', '其他電子業(-4.39)', '玻璃陶瓷(-4.26)', '金融保險(-4.23)', '油電燃氣業(-3.7)', '塑膠工業(-3.67)', '航運業(-3.66)', '其他(-3.64)', '水泥工業(-3.2)', '電機機械(-2.94)', '紡織纖維(-2.84)', '生技醫療業(-2.73)', '食品工業(-2.67)', '造紙工業(-2.51)', '化學生技醫療(-2.3)', '資訊服務業(-2.3)', '電器電纜(-2.07)', '通信網路業(-1.9)', '建材營造(-1.89)', '化學工業(-1.88)', '電子通路業(-1.64)', '橡膠工業(-1.33)', '鋼鐵工業(-1.23)']","['線上遊戲業(-6.50)', '半導體類(-6.16)', '文化創意業(-6.02)', '其他電子類(-5.60)', '紡織纖維(-5.41)', '電子工業(-5.12)', '資訊服務類(-4.62)', '電子零組件類(-3.93)', '光電業類(-3.93)', '電腦及週邊類(-3.79)', '通信網路業(-3.22)', '生技醫療類(-3.07)', '電機機械(-3.00)', '觀光事業(-2.76)', '化學工業(-2.35)', '其他(-2.31)']",10500.0, 11000  16684(   280),9400.0,  8200  16253(  1280),10000.0,9200.0,8,1390,403.41583143861845,1474.6118447713816,104.0497589681802,278.8469355018198,66.5,9668
2020-03-13,10128.87,3036,空:-2.18,空:-0.73,-632,18.5,874.5,26.0,667.0,-302,109.93,30.21,出貨日,[],[],"['生技醫療業(-6.82)', '玻璃陶瓷(-6.72)', '化學生技醫療(-6.47)', '化學工業(-6.1)', '紡織纖維(-6.06)', '其他(-5.84)', '電器電纜(-5.82)', '油電燃氣業(-5.22)', '電子零組件業(-5.08)', '航運業(-4.89)', '造紙工業(-4.88)', '鋼鐵工業(-4.8)', '觀光事業(-4.69)', '電機機械(-4.65)', '貿易百貨(-4.51)', '汽車工業(-4.29)', '建材營造(-4.13)', '橡膠工業(-4.11)', '塑膠工業(-3.93)', '食品工業(-3.76)', '資訊服務業(-2.97)', '電子通路業(-2.76)', '金融保險(-2.52)', '光電業(-1.84)', '通信網路業(-1.7)', '半導體業(-1.68)', '其他電子業(-1.45)', '水泥工業(-1.42)', '電腦及週邊設備業(-1.39)']","['生技醫療類(-7.34)', '化學工業(-6.60)', '電子通路類(-6.38)', '光電業類(-6.15)', '電子零組件類(-6.01)', '觀光事業(-5.55)', '紡織纖維(-5.55)', '其他(-5.39)', '電機機械(-5.34)', '資訊服務類(-5.10)', '其他電子類(-4.87)', '航運業(-4.74)', '通信網路業(-4.39)', '建材營造(-4.27)', '電腦及週邊類(-3.93)', '電子工業(-3.88)', '半導體類(-2.62)', '鋼鐵工業(-2.03)']",11000.0, 12000  16313(  -187),9400.0,  8200  14973(  2779),10400.0,8600.0,6,1525,1248.8157612114062,1428.1087040985938,258.51974018798404,242.078202872016,40.6,10021
2020-03-12,10422.32,2711,空:-1.96,空:-0.59,-476,36.0,817.5,45.0,610.5,-368,120.4,30.15,出貨日,[],[],"['光電業(-8.77)', '電子零組件業(-7.6)', '汽車工業(-6.56)', '紡織纖維(-6.33)', '生技醫療業(-6.06)', '電機機械(-5.77)', '電器電纜(-5.69)', '玻璃陶瓷(-5.56)', '其他電子業(-5.41)', '其他(-5.38)', '造紙工業(-5.28)', '化學生技醫療(-5.27)', '資訊服務業(-4.7)', '化學工業(-4.5)', '電腦及週邊設備業(-4.46)', '塑膠工業(-4.35)', '油電燃氣業(-4.31)', '航運業(-3.86)', '金融保險(-3.79)', '建材營造(-3.78)', '鋼鐵工業(-3.75)', '觀光事業(-3.62)', '半導體業(-3.58)', '食品工業(-3.42)', '電子通路業(-3.09)', '橡膠工業(-2.81)', '水泥工業(-2.77)', '貿易百貨(-2.47)', '通信網路業(-2.05)']","['線上遊戲業(-8.53)', '文化創意業(-7.81)', '通信網路業(-7.42)', '光電業類(-7.24)', '電子零組件類(-7.09)', '生技醫療類(-6.75)', '其他電子類(-6.65)', '電子工業(-6.21)', '電子通路類(-6.19)', '半導體類(-5.74)', '化學工業(-5.62)', '電腦及週邊類(-5.56)', '資訊服務類(-5.04)', '觀光事業(-4.55)', '電機機械(-4.54)', '紡織纖維(-4.45)', '其他(-4.11)', '建材營造(-3.84)', '航運業(-2.81)', '鋼鐵工業(-2.66)']",11000.0, 11400  16713(  -583),9400.0, 10000  13116(   345),11000.0,9200.0,8,1451,410.69461213807176,2047.6620781919285,74.05467871359723,436.6673942464028,73.9,10367
2020-03-11,10893.75,1776,空:-0.89,空:-0.33,-326,68.5,698.5,85.5,485.0,-211,149.15,30.095,,[],[],"['光電業(-2.07)', '資訊服務業(-2.0)', '電機機械(-1.95)', '半導體業(-1.74)', '汽車工業(-1.69)', '玻璃陶瓷(-1.66)', '電器電纜(-1.61)', '電子零組件業(-1.31)', '其他電子業(-1.05)', '油電燃氣業(-1.02)']","['線上遊戲業(-3.15)', '半導體類(-2.60)', '文化創意業(-2.60)', '通信網路業(-2.20)', '電子工業(-2.02)', '電子零組件類(-1.53)', '其他電子類(-1.31)', '電腦及週邊類(-1.06)', '光電業類(-1.03)']",11500.0, 11400  17296(  2380),9400.0, 10000  12771(  2824),11000.0,10000.0,38,786,479.5184798091497,1099.9218610708501,87.88492767266004,266.67714076733995,49.2,10821
2020-03-10,11003.54,2077,空:-0.57,空:-0.25,-264,87.5,656.5,89.0,470.5,-86,124.33,30.035999999999998,,"['電機機械(1.7)', '造紙工業(1.14)', '電子零組件業(1.04)']",['通信網路業(1.70)'],"['生技醫療業(-2.25)', '化學生技醫療(-1.79)', '油電燃氣業(-1.47)', '水泥工業(-1.38)', '化學工業(-1.35)']","['生技醫療類(-2.18)', '化學工業(-1.68)', '電子通路類(-1.33)', '紡織纖維(-1.18)']",12000.0, 11500  16093(  1145),9400.0, 10500  11592(  2444),11200.0,10500.0,45,765,1248.592489783278,584.0132091667223,272.2736701728099,136.67108258719009,-12.4,10984
2020-03-09,10977.64,2326,空:-0.34,空:-0.27,-228,106.0,578.0,115.0,396.0,-545,121.63,30.13,出貨日,[],[],"['汽車工業(-4.7)', '油電燃氣業(-4.55)', '電子零組件業(-4.49)', '電機機械(-4.42)', '光電業(-4.03)', '造紙工業(-3.89)', '其他(-3.44)', '半導體業(-3.25)', '塑膠工業(-3.0)', '電器電纜(-2.86)', '資訊服務業(-2.81)', '金融保險(-2.75)', '紡織纖維(-2.73)', '觀光事業(-2.7)', '玻璃陶瓷(-2.65)', '其他電子業(-2.51)', '電腦及週邊設備業(-2.49)', '建材營造(-2.43)', '橡膠工業(-2.41)', '化學工業(-2.35)', '航運業(-2.31)', '電子通路業(-2.24)', '水泥工業(-1.94)', '化學生技醫療(-1.94)', '食品工業(-1.92)', '鋼鐵工業(-1.91)', '通信網路業(-1.88)', '貿易百貨(-1.65)', '生技醫療業(-1.53)']","['半導體類(-5.21)', '電子零組件類(-4.55)', '電子工業(-4.51)', '其他電子類(-4.16)', '文化創意業(-4.11)', '線上遊戲業(-3.93)', '光電業類(-3.93)', '觀光事業(-3.55)', '電腦及週邊類(-3.19)', '通信網路業(-2.99)', '資訊服務類(-2.49)', '電機機械(-2.32)', '化學工業(-2.20)', '生技醫療類(-2.05)', '鋼鐵工業(-2.05)', '其他(-1.80)', '電子通路類(-1.72)', '建材營造(-1.60)', '紡織纖維(-1.50)']",11700.0, 12000  17391(  -946),9400.0, 11200  12140( -1755),11400.0,9800.0,58,989,402.96036450677724,1607.8018034532224,94.40243798912924,322.50885459087084,90.5,10950
2020-03-06,11321.81,1514,多 :0.05,空:-0.18,-221,140.0,443.5,128.5,344.0,-288,149.07,30.04,出貨日,"['生技醫療業(2.71)', '化學生技醫療(1.13)']",['電子通路類(1.29)'],"['汽車工業(-3.12)', '其他電子業(-2.19)', '半導體業(-2.16)', '塑膠工業(-1.91)', '其他(-1.68)', '航運業(-1.61)', '電機機械(-1.58)', '金融保險(-1.57)', '貿易百貨(-1.56)', '造紙工業(-1.55)', '油電燃氣業(-1.5)', '紡織纖維(-1.48)', '電子零組件業(-1.41)', '鋼鐵工業(-1.34)', '電腦及週邊設備業(-1.33)', '通信網路業(-1.3)', '建材營造(-1.2)', '光電業(-1.14)']","['通信網路業(-1.87)', '線上遊戲業(-1.87)', '文化創意業(-1.65)']",11700.0, 12000  18337(   -65),9400.0, 11200  13895(   242),11700.0,11300.0,139,285,492.96244423723687,875.061251872763,141.0551439326022,191.00191349739785,2.1,11269
2020-03-05,11514.82,1459,多 :0.14,空:-0.03,-249,104.0,533.0,96.0,417.0,9,175.04,29.96,,"['其他(1.56)', '電子通路業(1.53)', '電子零組件業(1.49)', '光電業(1.39)', '建材營造(1.39)', '生技醫療業(1.37)', '其他電子業(1.34)', '通信網路業(1.3)', '電機機械(1.19)', '貿易百貨(1.17)', '紡織纖維(1.16)', '半導體業(1.12)', '資訊服務業(1.04)', '化學生技醫療(1.02)']","['線上遊戲業(5.21)', '文化創意業(3.63)', '半導體類(2.81)', '電子工業(2.23)', '通信網路業(2.17)', '資訊服務類(1.87)', '電腦及週邊類(1.81)', '電子零組件類(1.80)', '光電業類(1.17)', '電子通路類(1.11)', '紡織纖維(1.01)']",[],[],12000.0, 11700  17128(   369),9400.0, 11200  13653(   658),11800.0,11000.0,137,108,871.0255762303094,457.0380885696908,309.44021353808256,131.92753577191743,-6.0,11492
2020-03-04,11392.35,1407,空:-0.26,空:-0.07,-268,102.5,596.0,82.5,439.0,62,173.5,30.038,,"['油電燃氣業(1.85)', '汽車工業(1.27)', '塑膠工業(1.19)', '食品工業(1.11)', '通信網路業(1.09)']",[],['造紙工業(-1.31)'],"['線上遊戲業(-1.71)', '紡織纖維(-1.46)', '文化創意業(-1.15)']",12000.0, 11700  16759(   311),9400.0, 11200  12995(  1205),11400.0,10800.0,94,316,676.0698489375233,624.3966687024766,160.81030491504163,203.9510928249584,-20.1,11364
2020-03-03,11327.72,1650,空:-0.36,空:-0.01,-246,95.5,597.0,88.0,430.0,-135,135.71,30.087,,"['光電業(3.21)', '半導體業(2.13)', '其他電子業(1.99)', '資訊服務業(1.58)', '油電燃氣業(1.58)', '造紙工業(1.56)', '汽車工業(1.52)', '其他(1.52)', '生技醫療業(1.34)', '電子零組件業(1.22)', '電器電纜(1.19)', '食品工業(1.07)', '電腦及週邊設備業(1.01)']","['電子零組件類(2.40)', '電腦及週邊類(2.29)', '觀光事業(1.90)', '資訊服務類(1.76)', '電子工業(1.76)', '半導體類(1.70)', '電子通路類(1.67)', '紡織纖維(1.61)', '其他電子類(1.54)', '通信網路業(1.27)', '電機機械(1.26)', '建材營造(1.01)']",[],[],12000.0, 11700  16448(  2177),9400.0, 11200  11790(  1481),11700.0,11200.0,94,163,853.030816313096,658.729052126904,202.48746969849964,163.43443750150038,21.7,11324
2020-03-02,11170.46,2032,空:-0.90,空:-0.14,-206,101.0,561.5,99.0,395.0,-196,128.56,30.124000000000002,,[],[],"['汽車工業(-2.77)', '電腦及週邊設備業(-1.78)', '食品工業(-1.73)', '航運業(-1.6)', '造紙工業(-1.52)', '金融保險(-1.34)', '其他電子業(-1.29)', '油電燃氣業(-1.24)', '半導體業(-1.21)', '光電業(-1.21)', '其他(-1.14)', '玻璃陶瓷(-1.09)', '紡織纖維(-1.07)', '電子通路業(-1.03)']","['紡織纖維(-2.17)', '觀光事業(-1.98)', '線上遊戲業(-1.79)', '文化創意業(-1.73)', '建材營造(-1.55)', '光電業類(-1.53)', '航運業(-1.24)', '其他(-1.08)']",12000.0, 11700  14271(  2341),9400.0, 11200  10309(   415),11200.0,10800.0,75,730,946.229681916836,887.690896823164,232.51387181014977,129.87591878985023,13.0,11174
2020-02-27,11292.17,2034,空:-0.75,空:-0.06,-119,116.5,484.5,133.0,336.0,-232,143.1,30.33,出貨日,[],[],"['光電業(-3.64)', '電子零組件業(-3.51)', '其他電子業(-1.86)', '電機機械(-1.73)', '電器電纜(-1.53)', '生技醫療業(-1.52)', '資訊服務業(-1.45)', '半導體業(-1.37)', '電腦及週邊設備業(-1.36)', '紡織纖維(-1.29)', '其他(-1.27)', '汽車工業(-1.19)', '觀光事業(-1.18)', '建材營造(-1.11)', '油電燃氣業(-1.01)']","['電腦及週邊類(-3.20)', '電子零組件類(-2.98)', '半導體類(-2.97)', '通信網路業(-2.96)', '線上遊戲業(-2.90)', '電子工業(-2.80)', '其他電子類(-2.53)', '文化創意業(-2.46)', '生技醫療類(-2.23)', '觀光事業(-2.07)', '建材營造(-1.73)', '資訊服務類(-1.70)', '電機機械(-1.57)', '光電業類(-1.37)', '紡織纖維(-1.23)']",12000.0, 12100  14150(   420),9400.0, 10900   9923(  2455),12000.0,10900.0,53,591,457.2786691671752,1411.729996002825,96.95383991993786,325.43087251006216,61.4,11273
2020-02-26,11433.62,1770,空:-0.56,空:-0.29,-39,243.5,277.0,227.5,199.0,-332,172.19,30.38300000000001,出貨日,"['造紙工業(4.96)', '資訊服務業(1.3)']",['線上遊戲業(1.38)'],"['電子零組件業(-2.2)', '光電業(-1.79)', '汽車工業(-1.51)', '塑膠工業(-1.41)', '其他電子業(-1.29)', '半導體業(-1.12)', '水泥工業(-1.02)', '其他(-1.01)']","['半導體類(-2.07)', '電子工業(-1.24)']",12000.0, 12100  13730(   316),9400.0, 11200  10265( -1498),11600.0,10200.0,78,310,619.0997405791054,1004.3243657808944,168.40727906985433,219.4828202501457,64.5,11421
2020-02-25,11540.23,1554,空:-0.19,空:-0.24,-8,286.0,229.5,257.5,179.5,-116,140.33,30.402,,[],[],['水泥工業(-1.43)'],['化學工業(-1.27)'],12000.0, 12100  13414(   109),9400.0, 11200  11763( -1480),11700.0,11100.0,62,300,811.9289714676204,602.2758406323796,225.3678052943199,131.79287622568006,9.6,11542
2020-02-24,11534.87,1402,空:-0.39,空:-0.23,-14,254.5,205.0,243.5,179.5,-263,137.89,30.471999999999998,出貨日,['造紙工業(2.47)'],"['線上遊戲業(3.81)', '文化創意業(2.53)']","['貿易百貨(-2.2)', '汽車工業(-2.11)', '光電業(-1.61)', '電機機械(-1.61)', '航運業(-1.59)', '半導體業(-1.58)', '其他(-1.42)', '建材營造(-1.37)', '塑膠工業(-1.37)', '電腦及週邊設備業(-1.34)', '通信網路業(-1.24)', '觀光事業(-1.23)', '金融保險(-1.2)', '紡織纖維(-1.19)', '電器電纜(-1.16)', '其他電子業(-1.15)', '玻璃陶瓷(-1.1)', '油電燃氣業(-1.08)']","['電腦及週邊類(-1.50)', '光電業類(-1.44)', '通信網路業(-1.31)', '半導體類(-1.30)', '電子工業(-1.19)', '觀光事業(-1.19)', '航運業(-1.14)']",12000.0, 12100  13305(   479),9400.0, 11200  13243(   563),11700.0,9800.0,93,235,544.9730634930568,727.8055588669432,189.24494668602642,160.1961457739735,48.1,11508
2020-02-21,11686.35,1249,空:-0.22,空:-0.17,4,247.5,198.0,209.0,165.5,0,159.91,30.403,,['造紙工業(1.44)'],[],[],[],12000.0, 12100  12826(   795),9400.0, 11200  12680(  1842),11900.0,11200.0,100,111,540.5250176751277,612.0558236448722,177.27834771179494,186.1753260382051,0.5,11664
2020-02-20,11725.09,1353,空:-0.11,空:-0.19,10,220.5,168.5,197.5,156.5,-82,163.11,30.254,,[],[],"['塑膠工業(-1.2)', '水泥工業(-1.17)', '汽車工業(-1.11)']",[],12000.0, 12100  12031(   305),9400.0, 11200  10838(  1203),12000.0,11500.0,109,71,552.3816577716722,697.9164469883276,231.0609277642334,168.84188321576661,10.6,11715
2020-02-19,11758.84,1417,空:-0.03,空:-0.15,0,185.5,204.5,159.5,185.0,38,184.1,30.152,多頭k,"['汽車工業(2.34)', '造紙工業(1.99)', '光電業(1.68)', '生技醫療業(1.64)', '航運業(1.27)', '玻璃陶瓷(1.23)', '半導體業(1.18)', '塑膠工業(1.13)', '化學生技醫療(1.04)']","['線上遊戲業(3.04)', '文化創意業(2.18)', '半導體類(1.71)', '生技醫療類(1.57)', '電子工業(1.18)']",[],[],12100.0, 12000  10816( -9719),9400.0, 11200   9635(-11964),14400.0,9400.0,118,64,825.1787190792061,498.499869280794,242.09152602889688,111.66522232110316,-25.8,11760
2020-02-18,11648.98,1413,空:-0.03,空:-0.16,-14,160.0,209.5,144.0,182.5,-212,124.7,30.125,出貨日,[],[],"['半導體業(-2.56)', '光電業(-2.03)', '汽車工業(-1.9)']","['線上遊戲業(-1.91)', '半導體類(-1.62)', '文化創意業(-1.28)', '電腦及週邊類(-1.08)']",11800.0, 11900  27702( -5547),11500.0, 11600  29584(  1907),11650.0,11550.0,80,154,459.5231232906272,867.8760954593729,132.0320889716559,224.94305023834409,44.4,11640
2020-02-17,11763.51,1160,多 :0.32,空:-0.09,-29,149.5,211.0,137.0,179.0,-42,144.58,30.056,出貨日,['貿易百貨(1.18)'],"['線上遊戲業(3.43)', '文化創意業(2.11)']",['橡膠工業(-1.09)'],[],11900.0, 11800  27649(  6779),11500.0, 11600  27677(  1492),11850.0,11500.0,121,149,486.3799393121257,589.7608057778742,229.5834262433863,223.0903495766137,-1.4,11770
2020-02-14,11815.7,1130,多 :0.35,空:-0.00,-78,118.5,231.0,113.5,208.5,16,156.08,30.051,,"['資訊服務業(1.73)', '電子零組件業(1.38)']","['線上遊戲業(2.20)', '通信網路業(1.83)', '半導體類(1.71)', '文化創意業(1.63)', '電子工業(1.41)', '資訊服務類(1.14)', '其他(1.11)', '電子零組件類(1.05)']",[],[],12000.0, 11900  24195(  2300),11500.0, 11600  26185(  2194),11950.0,11750.0,118,89,639.4819757623709,412.5356349576291,280.5921572221848,144.18288661781514,-6.9,11812
2020-02-13,11791.78,1410,多 :0.07,空:-0.04,-118,91.0,349.0,90.0,271.5,19,161.83,30.037,,['汽車工業(2.94)'],['航運業(1.90)'],[],[],12000.0, 11900  21895(  2619),11500.0, 11300  25471(  4562),12050.0,11700.0,81,96,515.9485864906526,784.3496984393474,170.95440670749957,233.07662765250046,-0.0,11774
2020-02-12,11774.19,1504,多 :0.34,空:-0.08,-131,101.0,269.5,89.5,224.0,62,154.87,30.031999999999996,多頭k,"['其他電子業(2.85)', '電子零組件業(2.27)', '光電業(1.85)', '觀光事業(1.8)', '油電燃氣業(1.32)', '半導體業(1.26)', '汽車工業(1.02)']","['航運業(2.14)', '光電業類(2.03)', '半導體類(1.92)', '電子零組件類(1.85)', '電子工業(1.73)', '電腦及週邊類(1.58)', '紡織纖維(1.43)', '化學工業(1.23)', '其他電子類(1.22)', '生技醫療類(1.14)']",[],['線上遊戲業(-1.37)'],11900.0, 12000  18339(  1785),11500.0, 11200  21134(  2516),11950.0,11500.0,85,83,971.0212507962576,445.27765087374223,290.4087317379155,137.30555680208454,0.5,11771
2020-02-11,11664.04,1231,多 :0.19,空:-0.19,-180,96.5,403.5,83.5,303.0,-6,133.18,30.068,,"['電子零組件業(2.02)', '電機機械(1.8)', '玻璃陶瓷(1.49)', '半導體業(1.4)', '其他電子業(1.17)']","['通信網路業(2.38)', '半導體類(2.16)', '觀光事業(1.93)', '電子工業(1.89)', '電子零組件類(1.88)', '電腦及週邊類(1.42)', '資訊服務類(1.42)', '其他電子類(1.28)', '電子通路類(1.04)', '文化創意業(1.02)']",[],[],11800.0, 11900  17151(  1311),11200.0, 11500  18510(  1302),11900.0,11500.0,70,153,782.80569594278,345.63386555722,243.62930997626069,90.2225501437393,-8.2,11666
2020-02-10,11574.07,1320,多 :0.38,空:-0.22,-224,94.0,400.0,86.5,322.0,-45,129.73,30.101999999999997,出貨日,[],"['線上遊戲業(2.20)', '文化創意業(1.16)', '化學工業(1.11)']","['造紙工業(-1.94)', '汽車工業(-1.82)', '電機機械(-1.38)', '電器電纜(-1.24)', '其他電子業(-1.2)', '橡膠工業(-1.04)', '航運業(-1.02)']","['觀光事業(-2.41)', '電腦及週邊類(-1.46)', '生技醫療類(-1.11)']",11800.0, 12000  16372(  -141),11200.0, 11300  18504(  2305),11700.0,11200.0,53,446,638.0348117506759,578.425346159324,146.39706311095492,133.96062055904508,-13.4,11564
2020-02-07,11612.81,1298,多 :0.20,空:-0.16,-294,77.5,512.0,77.0,396.5,-87,132.35,30.126,,['造紙工業(3.25)'],[],"['光電業(-2.1)', '電子零組件業(-1.78)', '觀光事業(-1.75)', '電機機械(-1.69)', '紡織纖維(-1.67)', '其他(-1.49)', '電器電纜(-1.48)', '半導體業(-1.47)', '油電燃氣業(-1.39)', '汽車工業(-1.38)', '航運業(-1.36)', '玻璃陶瓷(-1.32)', '橡膠工業(-1.27)', '電子通路業(-1.22)', '其他電子業(-1.19)', '建材營造(-1.14)']","['電子零組件類(-2.10)', '通信網路業(-1.71)', '觀光事業(-1.63)', '其他電子類(-1.53)', '電子工業(-1.51)', '半導體類(-1.44)', '光電業類(-1.39)', '電機機械(-1.25)', '電腦及週邊類(-1.15)', '資訊服務類(-1.10)']",12000.0, 11900  15549(  1999),11400.0, 11500  18114(  1142),11900.0,11600.0,46,269,366.977645180452,838.6986594995482,134.76585480641776,232.95410566358225,21.3,11592
2020-02-06,11749.68,1446,多 :0.57,空:-0.13,-337,90.5,439.5,86.0,348.5,52,143.37,30.081999999999997,,"['油電燃氣業(3.79)', '電機機械(3.21)', '汽車工業(3.0)', '塑膠工業(2.01)', '電子零組件業(1.87)', '航運業(1.81)', '玻璃陶瓷(1.8)', '電腦及週邊設備業(1.77)', '造紙工業(1.74)', '半導體業(1.73)', '其他電子業(1.57)', '水泥工業(1.57)', '資訊服務業(1.51)', '電子通路業(1.22)', '建材營造(1.2)', '觀光事業(1.15)', '金融保險(1.13)', '光電業(1.04)']","['電子零組件類(2.57)', '通信網路業(2.52)', '其他電子類(2.29)', '電子工業(1.93)', '半導體類(1.82)', '電子通路類(1.71)', '電腦及週邊類(1.67)', '線上遊戲業(1.66)', '文化創意業(1.61)', '紡織纖維(1.58)', '光電業類(1.18)', '觀光事業(1.17)']",[],[],12000.0, 11800  13756(  -686),11400.0, 11500  16972(  2148),12300.0,11300.0,68,80,960.2231927133853,356.132329546615,236.83572227268917,119.45682563731087,-16.7,11741
2020-02-05,11573.62,1581,空:-0.94,空:-0.22,-418,56.0,758.5,64.0,588.0,-5,128.4,30.152,,['生技醫療業(2.23)'],[],"['塑膠工業(-1.17)', '觀光事業(-1.05)']","['線上遊戲業(-1.48)', '文化創意業(-1.34)']",12000.0, 11800  14442(  2331),11400.0, 11500  14824(  1669),11800.0,11400.0,53,210,594.5921799432822,855.0020352367177,199.9739439406308,185.92893091936926,1.1,11542
